# pixel_no sector_no crate_no pdp_addr pdp_chan pdp_gchan fadc_addr fadc_chan trigger_addr three_pixel_patch four_pixel_patch trace_idx has_pixel ring pixel_x pixel_y pixel_w pixel_q pixel_r pdp_board_rev pixel_dynodes pixel_hv_offset pixel_hv_setpoint pixel_gain_exponent pixel_preamp_gain 
0x9c8 2 8 0x9c 11 1331 0x97 8 0x90 4 2 1328 1 26 -1025.000000 534.048999 50.000000 -14.000000 26.000000 0 0 0.000000 0.000000 0.000000 0
0x9c9 2 8 0x9c 9 1329 0x97 9 0x90 0 2 1329 1 23 -900.000000 490.747729 50.000000 -12.000000 23.000000 0 0 0.000000 0.000000 0.000000 0
0x9ca 2 8 0x9c 10 1330 0x97 10 0x90 4 2 1330 1 25 -975.000000 534.048999 50.000000 -13.000000 25.000000 0 0 0.000000 0.000000 0.000000 0
0x9cb 2 8 0x9c 8 1328 0x97 11 0x90 0 2 1331 1 24 -950.000000 490.747729 50.000000 -13.000000 24.000000 0 0 0.000000 0.000000 0.000000 0
0x9d0 2 8 0x9d 3 1335 0x97 12 0x90 7 0 1332 1 22 -1000.000000 230.940108 50.000000 -17.000000 22.000000 0 0 0.000000 0.000000 0.000000 0
0x9d1 2 8 0x9d 1 1333 0x97 13 0x90 7 0 1333 1 22 -975.000000 274.241378 50.000000 -16.000000 22.000000 0 0 0.000000 0.000000 0.000000 0
0x9d2 2 8 0x9d 2 1334 0x97 14 0x90 7 0 1334 1 23 -1025.000000 274.241378 50.000000 -17.000000 23.000000 0 0 0.000000 0.000000 0.000000 0
0x9d3 2 8 0x9d 0 1332 0x97 15 0x90 6 0 1335 1 23 -1000.000000 317.542648 50.000000 -16.000000 23.000000 0 0 0.000000 0.000000 0.000000 0
0x9d4 2 8 0x9d 7 1339 0x97 16 0x90 3 1 1336 1 20 -925.000000 187.638837 50.000000 -16.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0x9d5 2 8 0x9d 5 1337 0x97 17 0x90 3 1 1337 1 20 -900.000000 230.940108 50.000000 -15.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0x9d6 2 8 0x9d 6 1338 0x97 18 0x90 3 1 1338 1 21 -950.000000 230.940108 50.000000 -16.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0x9d7 2 8 0x9d 4 1336 0x97 19 0x90 2 1 1339 1 21 -925.000000 274.241378 50.000000 -15.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0x9d8 2 8 0x9d 11 1343 0x97 20 0x90 6 2 1340 1 24 -1025.000000 360.843918 50.000000 -16.000000 24.000000 0 0 0.000000 0.000000 0.000000 0
0x9d9 2 8 0x9d 9 1341 0x97 21 0x90 2 2 1341 1 21 -900.000000 317.542648 50.000000 -14.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0x9da 2 8 0x9d 10 1342 0x97 22 0x90 6 2 1342 1 23 -975.000000 360.843918 50.000000 -15.000000 23.000000 0 0 0.000000 0.000000 0.000000 0
0x9db 2 8 0x9d 8 1340 0x97 23 0x90 2 2 1343 1 22 -950.000000 317.542648 50.000000 -15.000000 22.000000 0 0 0.000000 0.000000 0.000000 0
0xa00 2 9 0xa0 3 1347 0xa1 0 0xa0 5 0 1344 1 10 -100.000000 -461.880215 50.000000 -7.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xa01 2 9 0xa0 1 1345 0xa1 1 0xa0 5 0 1345 1 9 -75.000000 -418.578945 50.000000 -6.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xa02 2 9 0xa0 2 1346 0xa1 2 0xa0 5 0 1346 1 9 -125.000000 -418.578945 50.000000 -7.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xa03 2 9 0xa0 0 1344 0xa1 3 0xa0 4 0 1347 1 8 -100.000000 -375.277675 50.000000 -6.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xa04 2 9 0xa0 7 1351 0xa1 4 0xa0 1 1 1348 1 11 -25.000000 -505.181486 50.000000 -6.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xa05 2 9 0xa0 5 1349 0xa1 5 0xa0 1 1 1349 1 10 0.000000 -461.880215 50.000000 -5.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xa06 2 9 0xa0 6 1350 0xa1 6 0xa0 1 1 1350 1 10 -50.000000 -461.880215 50.000000 -6.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xa07 2 9 0xa0 4 1348 0xa1 7 0xa0 0 1 1351 1 9 -25.000000 -418.578945 50.000000 -5.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xa08 2 9 0xa0 11 1355 0xa1 8 0xa0 4 2 1352 1 7 -125.000000 -331.976405 50.000000 -6.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xa09 2 9 0xa0 9 1353 0xa1 9 0xa0 0 2 1353 1 8 0.000000 -375.277675 50.000000 -4.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xa0a 2 9 0xa0 10 1354 0xa1 10 0xa0 4 2 1354 1 7 -75.000000 -331.976405 50.000000 -5.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xa0b 2 9 0xa0 8 1352 0xa1 11 0xa0 0 2 1355 1 8 -50.000000 -375.277675 50.000000 -5.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xa10 2 9 0xa1 3 1359 0xa1 12 0xa0 7 0 1356 1 14 -100.000000 -635.085296 50.000000 -9.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xa11 2 9 0xa1 1 1357 0xa1 13 0xa0 7 0 1357 1 13 -75.000000 -591.784026 50.000000 -8.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xa12 2 9 0xa1 2 1358 0xa1 14 0xa0 7 0 1358 1 13 -125.000000 -591.784026 50.000000 -9.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xa13 2 9 0xa1 0 1356 0xa1 15 0xa0 6 0 1359 1 12 -100.000000 -548.482756 50.000000 -8.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xa14 2 9 0xa1 7 1363 0xa1 16 0xa0 3 1 1360 1 15 -25.000000 -678.386566 50.000000 -8.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0xa15 2 9 0xa1 5 1361 0xa1 17 0xa0 3 1 1361 1 14 0.000000 -635.085296 50.000000 -7.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0xa16 2 9 0xa1 6 1362 0xa1 18 0xa0 3 1 1362 1 14 -50.000000 -635.085296 50.000000 -8.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0xa17 2 9 0xa1 4 1360 0xa1 19 0xa0 2 1 1363 1 13 -25.000000 -591.784026 50.000000 -7.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0xa18 2 9 0xa1 11 1367 0xa1 20 0xa0 6 2 1364 1 11 -125.000000 -505.181486 50.000000 -8.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xa19 2 9 0xa1 9 1365 0xa1 21 0xa0 2 2 1365 1 12 0.000000 -548.482756 50.000000 -6.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0xa1a 2 9 0xa1 10 1366 0xa1 22 0xa0 6 2 1366 1 11 -75.000000 -505.181486 50.000000 -7.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xa1b 2 9 0xa1 8 1364 0xa1 23 0xa0 2 2 1367 1 12 -50.000000 -548.482756 50.000000 -7.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xa20 2 9 0xa2 3 1371 0xa2 0 0xa0 5 0 1368 1 9 -250.000000 -375.277675 50.000000 -9.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xa21 2 9 0xa2 1 1369 0xa2 1 0xa0 5 0 1369 1 8 -225.000000 -331.976405 50.000000 -8.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xa22 2 9 0xa2 2 1370 0xa2 2 0xa0 5 0 1370 1 9 -275.000000 -331.976405 50.000000 -9.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xa23 2 9 0xa2 0 1368 0xa2 3 0xa0 4 0 1371 1 8 -250.000000 -288.675135 50.000000 -8.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xa24 2 9 0xa2 7 1375 0xa2 4 0xa0 1 1 1372 1 9 -175.000000 -418.578945 50.000000 -8.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xa25 2 9 0xa2 5 1373 0xa2 5 0xa0 1 1 1373 1 8 -150.000000 -375.277675 50.000000 -7.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xa26 2 9 0xa2 6 1374 0xa2 6 0xa0 1 1 1374 1 8 -200.000000 -375.277675 50.000000 -8.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xa27 2 9 0xa2 4 1372 0xa2 7 0xa0 0 1 1375 1 7 -175.000000 -331.976405 50.000000 -7.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xa28 2 9 0xa2 11 1379 0xa2 8 0xa0 4 2 1376 1 8 -275.000000 -245.373864 50.000000 -8.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xa29 2 9 0xa2 9 1377 0xa2 9 0xa0 0 2 1377 1 6 -150.000000 -288.675135 50.000000 -6.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xa2a 2 9 0xa2 10 1378 0xa2 10 0xa0 4 2 1378 1 7 -225.000000 -245.373864 50.000000 -7.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xa2b 2 9 0xa2 8 1376 0xa2 11 0xa0 0 2 1379 1 7 -200.000000 -288.675135 50.000000 -7.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xa30 2 9 0xa3 3 1383 0xa2 12 0xa0 7 0 1380 1 12 -250.000000 -548.482756 50.000000 -11.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xa31 2 9 0xa3 1 1381 0xa2 13 0xa0 7 0 1381 1 11 -225.000000 -505.181486 50.000000 -10.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xa32 2 9 0xa3 2 1382 0xa2 14 0xa0 7 0 1382 1 11 -275.000000 -505.181486 50.000000 -11.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xa33 2 9 0xa3 0 1380 0xa2 15 0xa0 6 0 1383 1 10 -250.000000 -461.880215 50.000000 -10.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xa34 2 9 0xa3 7 1387 0xa2 16 0xa0 3 1 1384 1 13 -175.000000 -591.784026 50.000000 -10.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xa35 2 9 0xa3 5 1385 0xa2 17 0xa0 3 1 1385 1 12 -150.000000 -548.482756 50.000000 -9.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xa36 2 9 0xa3 6 1386 0xa2 18 0xa0 3 1 1386 1 12 -200.000000 -548.482756 50.000000 -10.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xa37 2 9 0xa3 4 1384 0xa2 19 0xa0 2 1 1387 1 11 -175.000000 -505.181486 50.000000 -9.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xa38 2 9 0xa3 11 1391 0xa2 20 0xa0 6 2 1388 1 10 -275.000000 -418.578945 50.000000 -10.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xa39 2 9 0xa3 9 1389 0xa2 21 0xa0 2 2 1389 1 10 -150.000000 -461.880215 50.000000 -8.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xa3a 2 9 0xa3 10 1390 0xa2 22 0xa0 6 2 1390 1 9 -225.000000 -418.578945 50.000000 -9.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xa3b 2 9 0xa3 8 1388 0xa2 23 0xa0 2 2 1391 1 10 -200.000000 -461.880215 50.000000 -9.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xa40 2 9 0xa4 3 1395 0xa3 0 0xa0 5 0 1392 1 11 -400.000000 -288.675135 50.000000 -11.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xa41 2 9 0xa4 1 1393 0xa3 1 0xa0 5 0 1393 1 10 -375.000000 -245.373864 50.000000 -10.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xa42 2 9 0xa4 2 1394 0xa3 2 0xa0 5 0 1394 1 11 -425.000000 -245.373864 50.000000 -11.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xa43 2 9 0xa4 0 1392 0xa3 3 0xa0 4 0 1395 0 10 -400.000000 -202.072594 50.000000 -10.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xa44 2 9 0xa4 7 1399 0xa3 4 0xa0 1 1 1396 1 10 -325.000000 -331.976405 50.000000 -10.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xa45 2 9 0xa4 5 1397 0xa3 5 0xa0 1 1 1397 1 9 -300.000000 -288.675135 50.000000 -9.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xa46 2 9 0xa4 6 1398 0xa3 6 0xa0 1 1 1398 1 10 -350.000000 -288.675135 50.000000 -10.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xa47 2 9 0xa4 4 1396 0xa3 7 0xa0 0 1 1399 1 9 -325.000000 -245.373864 50.000000 -9.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xa48 2 9 0xa4 11 1403 0xa3 8 0xa0 4 2 1400 1 10 -425.000000 -158.771324 50.000000 -10.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xa49 2 9 0xa4 9 1401 0xa3 9 0xa0 0 2 1401 1 8 -300.000000 -202.072594 50.000000 -8.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xa4a 2 9 0xa4 10 1402 0xa3 10 0xa0 4 2 1402 1 9 -375.000000 -158.771324 50.000000 -9.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xa4b 2 9 0xa4 8 1400 0xa3 11 0xa0 0 2 1403 1 9 -350.000000 -202.072594 50.000000 -9.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xa50 2 9 0xa5 3 1407 0xa3 12 0xa0 7 0 1404 1 13 -400.000000 -461.880215 50.000000 -13.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xa51 2 9 0xa5 1 1405 0xa3 13 0xa0 7 0 1405 1 12 -375.000000 -418.578945 50.000000 -12.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xa52 2 9 0xa5 2 1406 0xa3 14 0xa0 7 0 1406 1 13 -425.000000 -418.578945 50.000000 -13.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xa53 2 9 0xa5 0 1404 0xa3 15 0xa0 6 0 1407 1 12 -400.000000 -375.277675 50.000000 -12.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xa54 2 9 0xa5 7 1411 0xa3 16 0xa0 3 1 1408 1 12 -325.000000 -505.181486 50.000000 -12.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xa55 2 9 0xa5 5 1409 0xa3 17 0xa0 3 1 1409 1 11 -300.000000 -461.880215 50.000000 -11.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xa56 2 9 0xa5 6 1410 0xa3 18 0xa0 3 1 1410 1 12 -350.000000 -461.880215 50.000000 -12.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xa57 2 9 0xa5 4 1408 0xa3 19 0xa0 2 1 1411 1 11 -325.000000 -418.578945 50.000000 -11.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xa58 2 9 0xa5 11 1415 0xa3 20 0xa0 6 2 1412 1 12 -425.000000 -331.976405 50.000000 -12.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xa59 2 9 0xa5 9 1413 0xa3 21 0xa0 2 2 1413 1 10 -300.000000 -375.277675 50.000000 -10.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xa5a 2 9 0xa5 10 1414 0xa3 22 0xa0 6 2 1414 1 11 -375.000000 -331.976405 50.000000 -11.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xa5b 2 9 0xa5 8 1412 0xa3 23 0xa0 2 2 1415 1 11 -350.000000 -375.277675 50.000000 -11.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xa60 2 9 0xa6 3 1419 0xa4 0 0xa0 5 0 1416 1 13 -550.000000 -202.072594 50.000000 -13.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0xa61 2 9 0xa6 1 1417 0xa4 1 0xa0 5 0 1417 1 12 -525.000000 -158.771324 50.000000 -12.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0xa62 2 9 0xa6 2 1418 0xa4 2 0xa0 5 0 1418 1 13 -575.000000 -158.771324 50.000000 -13.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0xa63 2 9 0xa6 0 1416 0xa4 3 0xa0 4 0 1419 1 12 -550.000000 -115.470054 50.000000 -12.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0xa64 2 9 0xa6 7 1423 0xa4 4 0xa0 1 1 1420 1 12 -475.000000 -245.373864 50.000000 -12.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xa65 2 9 0xa6 5 1421 0xa4 5 0xa0 1 1 1421 1 11 -450.000000 -202.072594 50.000000 -11.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xa66 2 9 0xa6 6 1422 0xa4 6 0xa0 1 1 1422 1 12 -500.000000 -202.072594 50.000000 -12.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xa67 2 9 0xa6 4 1420 0xa4 7 0xa0 0 1 1423 1 11 -475.000000 -158.771324 50.000000 -11.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xa68 2 9 0xa6 11 1427 0xa4 8 0xa0 4 2 1424 1 12 -575.000000 -72.168784 50.000000 -12.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0xa69 2 9 0xa6 9 1425 0xa4 9 0xa0 0 2 1425 1 10 -450.000000 -115.470054 50.000000 -10.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xa6a 2 9 0xa6 10 1426 0xa4 10 0xa0 4 2 1426 1 11 -525.000000 -72.168784 50.000000 -11.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0xa6b 2 9 0xa6 8 1424 0xa4 11 0xa0 0 2 1427 1 11 -500.000000 -115.470054 50.000000 -11.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0xa70 2 9 0xa7 3 1431 0xa4 12 0xa0 7 0 1428 1 15 -550.000000 -375.277675 50.000000 -15.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xa71 2 9 0xa7 1 1429 0xa4 13 0xa0 7 0 1429 1 14 -525.000000 -331.976405 50.000000 -14.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xa72 2 9 0xa7 2 1430 0xa4 14 0xa0 7 0 1430 1 15 -575.000000 -331.976405 50.000000 -15.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xa73 2 9 0xa7 0 1428 0xa4 15 0xa0 6 0 1431 1 14 -550.000000 -288.675135 50.000000 -14.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xa74 2 9 0xa7 7 1435 0xa4 16 0xa0 3 1 1432 1 14 -475.000000 -418.578945 50.000000 -14.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xa75 2 9 0xa7 5 1433 0xa4 17 0xa0 3 1 1433 1 13 -450.000000 -375.277675 50.000000 -13.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xa76 2 9 0xa7 6 1434 0xa4 18 0xa0 3 1 1434 1 14 -500.000000 -375.277675 50.000000 -14.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xa77 2 9 0xa7 4 1432 0xa4 19 0xa0 2 1 1435 1 13 -475.000000 -331.976405 50.000000 -13.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xa78 2 9 0xa7 11 1439 0xa4 20 0xa0 6 2 1436 1 14 -575.000000 -245.373864 50.000000 -14.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0xa79 2 9 0xa7 9 1437 0xa4 21 0xa0 2 2 1437 1 12 -450.000000 -288.675135 50.000000 -12.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xa7a 2 9 0xa7 10 1438 0xa4 22 0xa0 6 2 1438 1 13 -525.000000 -245.373864 50.000000 -13.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xa7b 2 9 0xa7 8 1436 0xa4 23 0xa0 2 2 1439 1 13 -500.000000 -288.675135 50.000000 -13.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xa80 2 9 0xa8 3 1443 0xa5 0 0xa0 5 0 1440 1 15 -700.000000 -115.470054 50.000000 -15.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0xa81 2 9 0xa8 1 1441 0xa5 1 0xa0 5 0 1441 1 14 -675.000000 -72.168784 50.000000 -14.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0xa82 2 9 0xa8 2 1442 0xa5 2 0xa0 5 0 1442 1 15 -725.000000 -72.168784 50.000000 -15.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0xa83 2 9 0xa8 0 1440 0xa5 3 0xa0 4 0 1443 1 14 -700.000000 -28.867513 50.000000 -14.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0xa84 2 9 0xa8 7 1447 0xa5 4 0xa0 1 1 1444 1 14 -625.000000 -158.771324 50.000000 -14.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0xa85 2 9 0xa8 5 1445 0xa5 5 0xa0 1 1 1445 1 13 -600.000000 -115.470054 50.000000 -13.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0xa86 2 9 0xa8 6 1446 0xa5 6 0xa0 1 1 1446 1 14 -650.000000 -115.470054 50.000000 -14.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0xa87 2 9 0xa8 4 1444 0xa5 7 0xa0 0 1 1447 1 13 -625.000000 -72.168784 50.000000 -13.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0xa88 2 9 0xa8 11 1451 0xa5 8 0xa0 4 2 1448 1 14 -725.000000 14.433757 50.000000 -14.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0xa89 2 9 0xa8 9 1449 0xa5 9 0xa0 0 2 1449 1 12 -600.000000 -28.867513 50.000000 -12.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0xa8a 2 9 0xa8 10 1450 0xa5 10 0xa0 4 2 1450 1 13 -675.000000 14.433757 50.000000 -13.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0xa8b 2 9 0xa8 8 1448 0xa5 11 0xa0 0 2 1451 1 13 -650.000000 -28.867513 50.000000 -13.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0xa90 2 9 0xa9 3 1455 0xa5 12 0xa0 7 0 1452 1 17 -700.000000 -288.675135 50.000000 -17.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0xa91 2 9 0xa9 1 1453 0xa5 13 0xa0 7 0 1453 1 16 -675.000000 -245.373864 50.000000 -16.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0xa92 2 9 0xa9 2 1454 0xa5 14 0xa0 7 0 1454 1 17 -725.000000 -245.373864 50.000000 -17.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0xa93 2 9 0xa9 0 1452 0xa5 15 0xa0 6 0 1455 1 16 -700.000000 -202.072594 50.000000 -16.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0xa94 2 9 0xa9 7 1459 0xa5 16 0xa0 3 1 1456 1 16 -625.000000 -331.976405 50.000000 -16.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0xa95 2 9 0xa9 5 1457 0xa5 17 0xa0 3 1 1457 1 15 -600.000000 -288.675135 50.000000 -15.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0xa96 2 9 0xa9 6 1458 0xa5 18 0xa0 3 1 1458 1 16 -650.000000 -288.675135 50.000000 -16.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0xa97 2 9 0xa9 4 1456 0xa5 19 0xa0 2 1 1459 1 15 -625.000000 -245.373864 50.000000 -15.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0xa98 2 9 0xa9 11 1463 0xa5 20 0xa0 6 2 1460 1 16 -725.000000 -158.771324 50.000000 -16.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0xa99 2 9 0xa9 9 1461 0xa5 21 0xa0 2 2 1461 1 14 -600.000000 -202.072594 50.000000 -14.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0xa9a 2 9 0xa9 10 1462 0xa5 22 0xa0 6 2 1462 1 15 -675.000000 -158.771324 50.000000 -15.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0xa9b 2 9 0xa9 8 1460 0xa5 23 0xa0 2 2 1463 1 15 -650.000000 -202.072594 50.000000 -15.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0xaa0 2 9 0xaa 3 1467 0xa6 0 0xa0 5 0 1464 1 17 -850.000000 -28.867513 50.000000 -17.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0xaa1 2 9 0xaa 1 1465 0xa6 1 0xa0 5 0 1465 1 16 -825.000000 14.433757 50.000000 -16.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0xaa2 2 9 0xaa 2 1466 0xa6 2 0xa0 5 0 1466 1 17 -875.000000 14.433757 50.000000 -17.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0xaa3 2 9 0xaa 0 1464 0xa6 3 0xa0 4 0 1467 1 17 -850.000000 57.735027 50.000000 -16.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0xaa4 2 9 0xaa 7 1471 0xa6 4 0xa0 1 1 1468 1 16 -775.000000 -72.168784 50.000000 -16.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0xaa5 2 9 0xaa 5 1469 0xa6 5 0xa0 1 1 1469 1 15 -750.000000 -28.867513 50.000000 -15.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0xaa6 2 9 0xaa 6 1470 0xa6 6 0xa0 1 1 1470 1 16 -800.000000 -28.867513 50.000000 -16.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0xaa7 2 9 0xaa 4 1468 0xa6 7 0xa0 0 1 1471 1 15 -775.000000 14.433757 50.000000 -15.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0xaa8 2 9 0xaa 11 1475 0xa6 8 0xa0 4 2 1472 1 18 -875.000000 101.036297 50.000000 -16.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0xaa9 2 9 0xaa 9 1473 0xa6 9 0xa0 0 2 1473 1 15 -750.000000 57.735027 50.000000 -14.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0xaaa 2 9 0xaa 10 1474 0xa6 10 0xa0 4 2 1474 1 17 -825.000000 101.036297 50.000000 -15.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0xaab 2 9 0xaa 8 1472 0xa6 11 0xa0 0 2 1475 1 16 -800.000000 57.735027 50.000000 -15.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0xab0 2 9 0xab 3 1479 0xa6 12 0xa0 7 0 1476 1 19 -850.000000 -202.072594 50.000000 -19.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0xab1 2 9 0xab 1 1477 0xa6 13 0xa0 7 0 1477 1 18 -825.000000 -158.771324 50.000000 -18.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0xab2 2 9 0xab 2 1478 0xa6 14 0xa0 7 0 1478 1 19 -875.000000 -158.771324 50.000000 -19.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
